Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
52,0.14956855225311602,994,0.1383975026014568,7,4,0.14686468646864687,1,1118,2,0.17006802721088435,87,3,3,0.06870368828064846,2,0.2553191489361702,10445,15322,7,0.16122448979591836,0.10436432637571158,19,3,4,80,0,18,4,3,8,6,4,0,0
38,0.14956855225311602,770,0.2062780269058296,10,4,0.22012573203437844,1,1119,3,0.17006802721088435,73,2,3,0.17484662576687046,3,0.10091743119266336,8740,5569,0,0.16122448979591836,0.30528846153846156,14,3,2,80,2,9,2,3,8,7,2,7,0
29,0.14956855225311602,1107,0.1383975026014568,28,4,0.14686468646864687,1,1120,3,0.14795918367346939,93,3,1,0.16095890410958943,4,0.10091743119266336,2514,26968,4,0.16122448979591836,0.10436432637571158,22,4,1,80,1,11,1,3,7,5,1,7,0
28,0.14956855225311602,950,0.1383975026014568,3,3,0.13577586206896552,1,1121,4,0.14795918367346939,93,3,3,0.06896586105729074,2,0.10091743119266336,7655,8039,0,0.16122448979591836,0.10436432637571158,17,3,2,80,3,10,3,2,9,7,1,7,0
46,0.14956855225311602,406,0.2062780269058296,3,1,0.22012573203437844,1,1124,1,0.17006802721088435,52,3,4,0.04905041685272943,3,0.12481426448736999,17465,15596,3,0.16122448979591836,0.10436432637571158,12,3,4,80,1,23,3,3,12,9,4,9,0
38,0.14956855225311602,130,0.2062780269058296,2,2,0.22012573203437844,1,1125,4,0.17006802721088435,32,3,3,0.17484662576687046,2,0.2553191489361702,7351,20619,7,0.16122448979591836,0.10436432637571158,16,3,3,80,0,10,2,3,1,0,0,0,0
43,0.2490974729235817,1082,0.1383975026014568,27,3,0.14686468646864687,1,1126,3,0.14795918367346939,83,3,3,0.06896586105729074,1,0.12481426448736999,10820,11535,8,0.16122448979591836,0.10436432637571158,11,3,3,80,1,18,1,3,8,7,0,1,0
39,0.2490974729235817,203,0.1383975026014568,2,3,0.14686468646864687,1,1127,1,0.17006802721088435,84,3,4,0.06870368828064846,4,0.10091743119266336,12169,13547,7,0.16122448979591836,0.10436432637571158,11,3,4,80,3,21,4,3,18,7,11,5,1
40,0.14956855225311602,1308,0.1383975026014568,14,3,0.13577586206896552,1,1128,3,0.17006802721088435,44,2,5,0.02533683182797013,3,0.2553191489361702,19626,17544,1,0.16122448979591836,0.10436432637571158,14,3,1,80,0,21,2,4,20,7,4,9,0
21,0.14956855225311602,984,0.1383975026014568,1,1,0.24242313209808733,1,1131,4,0.14795918367346939,70,2,1,0.16095890410958943,2,0.2553191489361702,2070,25326,1,0.16122448979591836,0.30528846153846156,11,3,3,80,0,2,6,4,2,2,2,2,0
39,0.08000018359368788,439,0.1383975026014568,9,3,0.14686468646864687,1,1132,3,0.17006802721088435,70,3,2,0.23938223937897848,2,0.2553191489361702,6782,8770,9,0.16122448979591836,0.10436432637571158,15,3,3,80,0,9,2,2,5,4,0,3,0
36,0.08000018359368788,217,0.1383975026014568,18,4,0.14686468646864687,1,1133,1,0.17006802721088435,78,3,2,0.06896586105729074,4,0.2553191489361702,7779,23238,2,0.16122448979591836,0.10436432637571158,20,4,1,80,0,18,0,3,11,9,0,9,0
31,0.2490974729235817,793,0.2062780269058296,20,3,0.14686468646864687,1,1135,3,0.17006802721088435,67,4,1,0.3971571172349599,4,0.12481426448736999,2791,21981,0,0.16122448979591836,0.10436432637571158,12,3,1,80,1,3,4,3,2,2,2,2,0
28,0.14956855225311602,1451,0.1383975026014568,2,1,0.14686468646864687,1,1136,1,0.17006802721088435,67,2,1,0.16095890410958943,2,0.12481426448736999,3201,19911,0,0.16122448979591836,0.10436432637571158,17,3,1,80,0,6,2,1,5,3,0,4,0
35,0.2490974729235817,1182,0.2062780269058296,11,2,0.22012573203437844,1,1137,4,0.17006802721088435,54,3,2,0.17484662576687046,4,0.10091743119266336,4968,18500,1,0.16122448979591836,0.10436432637571158,11,3,4,80,1,5,3,3,5,2,0,2,0
49,0.14956855225311602,174,0.2062780269058296,8,4,0.24242313209808733,1,1138,4,0.17006802721088435,56,2,4,0.17484662576687046,2,0.12481426448736999,13120,11879,6,0.16122448979591836,0.10436432637571158,17,3,2,80,1,22,3,3,9,8,2,3,0
34,0.2490974729235817,1003,0.1383975026014568,2,2,0.14686468646864687,1,1140,4,0.17006802721088435,95,3,2,0.06896586105729074,3,0.2553191489361702,4033,15834,2,0.16122448979591836,0.10436432637571158,11,3,4,80,0,5,3,2,3,2,0,2,0
29,0.2490974729235817,490,0.1383975026014568,10,3,0.14686468646864687,1,1143,4,0.14795918367346939,61,3,1,0.16095890410958943,2,0.10091743119266336,3291,17940,0,0.16122448979591836,0.10436432637571158,14,3,4,80,2,8,2,2,7,5,1,1,0
42,0.14956855225311602,188,0.1383975026014568,29,3,0.13577586206896552,1,1148,2,0.17006802721088435,56,1,2,0.23938223937897848,4,0.2553191489361702,4272,9558,4,0.16122448979591836,0.10436432637571158,19,3,1,80,0,16,3,3,1,0,0,0,0
29,0.14956855225311602,718,0.1383975026014568,8,1,0.13577586206896552,1,1150,2,0.17006802721088435,79,2,2,0.06896586105729074,4,0.12481426448736999,5056,17689,1,0.16122448979591836,0.30528846153846156,15,3,3,80,1,10,2,2,10,7,1,2,0
38,0.14956855225311602,433,0.19008460036286423,1,3,0.22673012399864786,1,1152,3,0.17006802721088435,37,4,1,0.22804546072229726,3,0.12481426448736999,2844,6004,1,0.16122448979591836,0.10436432637571158,13,3,4,80,1,7,2,4,7,6,5,0,0
28,0.2490974729235817,773,0.1383975026014568,6,3,0.14686468646864687,1,1154,3,0.17006802721088435,39,2,1,0.16095890410958943,3,0.10091743119266336,2703,22088,1,0.16122448979591836,0.30528846153846156,14,3,4,80,1,3,2,3,3,1,0,2,0
18,0.08000018359368788,247,0.1383975026014568,8,1,0.13577586206896552,1,1156,3,0.17006802721088435,80,3,1,0.23938223937897848,3,0.2553191489361702,1904,13556,1,0.16122448979591836,0.10436432637571158,12,3,4,80,0,0,0,3,0,0,0,0,1
33,0.14956855225311602,603,0.2062780269058296,9,4,0.22012573203437844,1,1157,1,0.14795918367346939,77,3,2,0.17484662576687046,1,0.2553191489361702,8224,18385,0,0.16122448979591836,0.30528846153846156,17,3,1,80,0,6,3,3,5,2,0,3,1
41,0.14956855225311602,167,0.1383975026014568,12,4,0.14686468646864687,1,1158,2,0.17006802721088435,46,3,1,0.23938223937897848,4,0.12481426448736999,4766,9051,3,0.16122448979591836,0.30528846153846156,11,3,1,80,1,6,4,3,1,0,0,0,0
31,0.2490974729235817,874,0.1383975026014568,15,3,0.13577586206896552,1,1160,3,0.17006802721088435,72,3,1,0.23938223937897848,3,0.12481426448736999,2610,6233,1,0.16122448979591836,0.10436432637571158,12,3,3,80,1,2,5,2,2,2,2,2,1
37,0.14956855225311602,367,0.1383975026014568,25,2,0.13577586206896552,1,1161,3,0.14795918367346939,52,2,2,0.06870368828064846,4,0.10091743119266336,5731,17171,7,0.16122448979591836,0.10436432637571158,13,3,3,80,2,9,2,3,6,2,1,3,0
27,0.14956855225311602,199,0.1383975026014568,6,3,0.14686468646864687,1,1162,4,0.17006802721088435,55,2,1,0.16095890410958943,3,0.12481426448736999,2539,7950,1,0.16122448979591836,0.10436432637571158,13,3,3,80,1,4,0,3,4,2,2,2,0
34,0.14956855225311602,1400,0.2062780269058296,9,1,0.14686468646864687,1,1163,2,0.14795918367346939,70,3,2,0.17484662576687046,3,0.12481426448736999,5714,5829,1,0.16122448979591836,0.10436432637571158,20,4,1,80,0,6,3,2,6,5,1,3,0
35,0.14956855225311602,528,0.19008460036286423,8,4,0.24242313209808733,1,1164,3,0.17006802721088435,100,3,1,0.22804546072229726,3,0.2553191489361702,4323,7108,1,0.16122448979591836,0.10436432637571158,17,3,2,80,0,6,2,1,5,4,1,4,0
29,0.14956855225311602,408,0.2062780269058296,23,1,0.14686468646864687,1,1165,4,0.14795918367346939,45,2,3,0.17484662576687046,1,0.12481426448736999,7336,11162,1,0.16122448979591836,0.10436432637571158,13,3,1,80,1,11,3,1,11,8,3,10,1
40,0.2490974729235817,593,0.1383975026014568,9,4,0.13577586206896552,1,1166,2,0.14795918367346939,88,3,3,0.02533683182797013,3,0.2553191489361702,13499,13782,9,0.16122448979591836,0.10436432637571158,17,3,3,80,0,20,3,2,18,7,2,13,0
42,0.2490974729235817,481,0.2062780269058296,12,3,0.14686468646864687,1,1167,3,0.17006802721088435,44,3,4,0.17484662576687046,1,0.2553191489361702,13758,2447,0,0.16122448979591836,0.30528846153846156,12,3,2,80,0,22,2,2,21,9,13,14,1
42,0.14956855225311602,647,0.2062780269058296,4,4,0.22012573203437844,1,1171,2,0.17006802721088435,45,3,2,0.17484662576687046,1,0.2553191489361702,5155,2253,7,0.16122448979591836,0.10436432637571158,13,3,4,80,0,9,3,4,6,4,1,5,0
35,0.14956855225311602,982,0.1383975026014568,1,4,0.13577586206896552,1,1172,4,0.17006802721088435,58,2,1,0.23938223937897848,3,0.12481426448736999,2258,16340,6,0.16122448979591836,0.10436432637571158,12,3,2,80,1,10,2,3,8,0,1,7,0
24,0.14956855225311602,477,0.1383975026014568,24,3,0.13577586206896552,1,1173,4,0.17006802721088435,49,3,1,0.23938223937897848,2,0.2553191489361702,3597,6409,8,0.16122448979591836,0.10436432637571158,22,4,4,80,0,6,2,3,4,3,1,2,0
28,0.14956855225311602,1485,0.1383975026014568,12,1,0.14686468646864687,1,1175,3,0.14795918367346939,79,3,1,0.23938223937897848,4,0.12481426448736999,2515,22955,1,0.16122448979591836,0.30528846153846156,11,3,4,80,0,1,4,2,1,1,0,0,1
26,0.14956855225311602,1384,0.1383975026014568,3,4,0.13577586206896552,1,1177,1,0.17006802721088435,82,4,1,0.23938223937897848,4,0.12481426448736999,4420,13421,1,0.16122448979591836,0.10436432637571158,22,4,2,80,1,8,2,3,8,7,0,7,0
30,0.14956855225311602,852,0.2062780269058296,10,3,0.22012573203437844,1,1179,3,0.17006802721088435,72,2,2,0.17484662576687046,3,0.12481426448736999,6578,2706,1,0.16122448979591836,0.10436432637571158,18,3,1,80,1,10,3,3,10,3,1,4,0
40,0.2490974729235817,902,0.1383975026014568,26,2,0.13577586206896552,1,1180,3,0.14795918367346939,92,2,2,0.16095890410958943,4,0.12481426448736999,4422,21203,3,0.16122448979591836,0.30528846153846156,13,3,4,80,1,16,3,1,1,1,0,0,0
35,0.14956855225311602,819,0.1383975026014568,2,3,0.14686468646864687,1,1182,3,0.17006802721088435,44,2,3,0.06896586105729074,2,0.10091743119266336,10274,19588,2,0.16122448979591836,0.10436432637571158,18,3,2,80,1,15,2,4,7,7,6,4,0
34,0.2490974729235817,669,0.1383975026014568,1,3,0.13577586206896552,1,1184,4,0.17006802721088435,97,2,2,0.06870368828064846,1,0.2553191489361702,5343,25755,0,0.16122448979591836,0.10436432637571158,20,4,3,80,0,14,3,3,13,9,4,9,0
35,0.2490974729235817,636,0.1383975026014568,4,4,0.13420118338933018,1,1185,4,0.17006802721088435,47,2,1,0.23938223937897848,4,0.12481426448736999,2376,26537,1,0.16122448979591836,0.10436432637571158,13,3,2,80,1,2,2,4,2,2,2,2,0
43,0.14956855225311602,1372,0.2062780269058296,9,3,0.22012573203437844,1,1188,1,0.14795918367346939,85,1,2,0.17484662576687046,3,0.2553191489361702,5346,9489,8,0.16122448979591836,0.10436432637571158,13,3,2,80,0,7,2,2,4,3,1,3,1
32,0.08000018359368788,862,0.2062780269058296,2,1,0.14686468646864687,1,1190,3,0.14795918367346939,76,3,1,0.3971571172349599,1,0.10091743119266336,2827,14947,1,0.16122448979591836,0.10436432637571158,12,3,3,80,3,1,3,3,1,0,0,0,0
56,0.14956855225311602,718,0.1383975026014568,4,4,0.24242313209808733,1,1191,4,0.14795918367346939,92,3,5,0.04905041685272943,1,0.10091743119266336,19943,18575,4,0.16122448979591836,0.10436432637571158,13,3,4,80,1,28,2,3,5,2,4,2,0
29,0.14956855225311602,1401,0.1383975026014568,6,1,0.13577586206896552,1,1192,2,0.14795918367346939,54,3,1,0.23938223937897848,4,0.12481426448736999,3131,26342,1,0.16122448979591836,0.10436432637571158,13,3,1,80,1,10,5,3,10,8,0,8,0
19,0.14956855225311602,645,0.1383975026014568,9,2,0.14686468646864687,1,1193,3,0.17006802721088435,54,3,1,0.16095890410958943,1,0.2553191489361702,2552,7172,1,0.16122448979591836,0.10436432637571158,25,4,3,80,0,1,4,3,1,1,0,0,0
45,0.14956855225311602,1457,0.1383975026014568,7,3,0.13577586206896552,1,1195,1,0.14795918367346939,83,3,1,0.16095890410958943,3,0.12481426448736999,4477,20100,4,0.16122448979591836,0.30528846153846156,19,3,3,80,1,7,2,2,3,2,0,2,0
37,0.14956855225311602,977,0.1383975026014568,1,3,0.14686468646864687,1,1196,4,0.14795918367346939,56,2,2,0.06896586105729074,4,0.12481426448736999,6474,9961,1,0.16122448979591836,0.10436432637571158,13,3,2,80,1,14,2,2,14,8,3,11,0
20,0.14956855225311602,805,0.1383975026014568,3,3,0.14686468646864687,1,1198,1,0.17006802721088435,87,2,1,0.23938223937897848,3,0.2553191489361702,3033,12828,1,0.16122448979591836,0.10436432637571158,12,3,1,80,0,2,2,2,2,2,1,2,0
44,0.14956855225311602,1097,0.1383975026014568,10,4,0.14686468646864687,1,1200,3,0.17006802721088435,96,3,1,0.16095890410958943,3,0.2553191489361702,2936,10826,1,0.16122448979591836,0.30528846153846156,11,3,3,80,0,6,4,3,6,4,0,2,1
53,0.14956855225311602,1223,0.1383975026014568,7,2,0.13577586206896552,1,1201,4,0.14795918367346939,50,3,5,0.04905041685272943,3,0.10091743119266336,18606,18640,3,0.16122448979591836,0.10436432637571158,18,3,2,80,1,26,6,3,7,7,4,7,0
29,0.14956855225311602,942,0.1383975026014568,15,1,0.14686468646864687,1,1202,2,0.14795918367346939,69,1,1,0.16095890410958943,4,0.12481426448736999,2168,26933,0,0.16122448979591836,0.30528846153846156,18,3,1,80,1,6,2,2,5,4,1,3,0
22,0.2490974729235817,1256,0.1383975026014568,3,4,0.14686468646864687,1,1203,3,0.17006802721088435,48,2,1,0.16095890410958943,4,0.12481426448736999,2853,4223,0,0.16122448979591836,0.30528846153846156,11,3,2,80,1,1,5,3,0,0,0,0,1
46,0.14956855225311602,1402,0.2062780269058296,2,3,0.22012573203437844,1,1204,3,0.14795918367346939,69,3,4,0.04905041685272943,1,0.12481426448736999,17048,24097,8,0.16122448979591836,0.10436432637571158,23,4,1,80,0,28,2,3,26,15,15,9,0
44,0.08000018359368788,111,0.1383975026014568,17,3,0.14686468646864687,1,1206,4,0.17006802721088435,74,1,1,0.16095890410958943,3,0.2553191489361702,2290,4279,2,0.16122448979591836,0.10436432637571158,13,3,4,80,0,6,3,3,0,0,0,0,0
33,0.14956855225311602,147,0.19008460036286423,2,3,0.22673012399864786,1,1207,2,0.17006802721088435,99,3,1,0.22804546072229726,3,0.12481426448736999,3600,8429,1,0.16122448979591836,0.10436432637571158,13,3,4,80,1,5,2,3,5,4,1,4,0
41,0.08000018359368788,906,0.1383975026014568,5,2,0.14686468646864687,1,1210,1,0.17006802721088435,95,2,1,0.16095890410958943,1,0.10091743119266336,2107,20293,6,0.16122448979591836,0.10436432637571158,17,3,1,80,1,5,2,1,1,0,0,0,1
30,0.14956855225311602,1329,0.2062780269058296,29,4,0.14686468646864687,1,1211,3,0.17006802721088435,61,3,2,0.17484662576687046,1,0.10091743119266336,4115,13192,8,0.16122448979591836,0.10436432637571158,19,3,3,80,3,8,3,3,4,3,0,3,0
40,0.2490974729235817,1184,0.2062780269058296,2,4,0.13577586206896552,1,1212,2,0.17006802721088435,62,3,2,0.17484662576687046,2,0.12481426448736999,4327,25440,5,0.16122448979591836,0.10436432637571158,12,3,4,80,3,5,2,3,0,0,0,0,0
50,0.2490974729235817,1421,0.1383975026014568,2,3,0.13577586206896552,1,1215,4,0.14795918367346939,30,3,4,0.04905041685272943,1,0.12481426448736999,17856,9490,2,0.16122448979591836,0.10436432637571158,22,4,3,80,1,32,3,3,2,2,2,2,0
28,0.14956855225311602,1179,0.1383975026014568,19,4,0.13577586206896552,1,1216,4,0.17006802721088435,78,2,1,0.23938223937897848,1,0.12481426448736999,3196,12449,1,0.16122448979591836,0.10436432637571158,12,3,3,80,3,6,2,3,6,5,3,3,0
46,0.14956855225311602,1450,0.1383975026014568,15,2,0.14686468646864687,1,1217,4,0.17006802721088435,52,3,5,0.02533683182797013,2,0.12481426448736999,19081,10849,5,0.16122448979591836,0.10436432637571158,11,3,1,80,1,25,2,3,4,2,0,3,0
35,0.14956855225311602,1361,0.2062780269058296,17,4,0.14686468646864687,1,1218,3,0.17006802721088435,94,3,2,0.17484662576687046,1,0.12481426448736999,8966,21026,3,0.16122448979591836,0.30528846153846156,15,3,4,80,3,15,2,3,7,7,1,7,0
24,0.14956855225311602,984,0.1383975026014568,17,2,0.14686468646864687,1,1219,4,0.14795918367346939,97,3,1,0.23938223937897848,2,0.12481426448736999,2210,3372,1,0.16122448979591836,0.10436432637571158,13,3,1,80,1,1,3,1,1,0,0,0,1
33,0.2490974729235817,1146,0.2062780269058296,25,3,0.13577586206896552,1,1220,2,0.14795918367346939,82,3,2,0.17484662576687046,3,0.12481426448736999,4539,4905,1,0.16122448979591836,0.10436432637571158,12,3,1,80,1,10,3,2,10,7,0,1,0
36,0.14956855225311602,917,0.1383975026014568,6,4,0.14686468646864687,1,1221,3,0.17006802721088435,60,1,1,0.23938223937897848,3,0.10091743119266336,2741,6865,1,0.16122448979591836,0.10436432637571158,14,3,3,80,1,7,4,3,7,7,1,7,0
30,0.14956855225311602,853,0.1383975026014568,7,4,0.14686468646864687,1,1224,3,0.17006802721088435,49,3,2,0.23938223937897848,3,0.10091743119266336,3491,11309,1,0.16122448979591836,0.10436432637571158,13,3,1,80,3,10,4,2,10,7,8,9,0
44,0.14956855225311602,200,0.1383975026014568,29,4,0.13420118338933018,1,1225,4,0.17006802721088435,32,3,2,0.16095890410958943,4,0.2553191489361702,4541,7744,1,0.16122448979591836,0.10436432637571158,25,4,2,80,0,20,3,3,20,11,13,17,0
20,0.14956855225311602,654,0.2062780269058296,21,3,0.22012573203437844,1,1226,3,0.17006802721088435,43,4,1,0.3971571172349599,4,0.2553191489361702,2678,5050,1,0.16122448979591836,0.10436432637571158,17,3,4,80,0,2,2,3,2,1,2,2,0
46,0.14956855225311602,150,0.1383975026014568,2,4,0.24242313209808733,1,1228,4,0.17006802721088435,60,3,2,0.06896586105729074,4,0.10091743119266336,7379,17433,2,0.16122448979591836,0.10436432637571158,11,3,3,80,1,12,3,2,6,3,1,4,0
42,0.08000018359368788,179,0.19008460036286423,2,5,0.13577586206896552,1,1231,4,0.17006802721088435,79,4,2,0.22804546072229726,1,0.12481426448736999,6272,12858,7,0.16122448979591836,0.10436432637571158,16,3,1,80,1,10,3,4,4,3,0,3,0
60,0.14956855225311602,696,0.2062780269058296,7,4,0.22012573203437844,1,1233,2,0.17006802721088435,52,4,2,0.17484662576687046,4,0.10091743119266336,5220,10893,0,0.16122448979591836,0.30528846153846156,18,3,2,80,1,12,3,3,11,7,1,9,0
32,0.2490974729235817,116,0.1383975026014568,13,3,0.13420118338933018,1,1234,3,0.14795918367346939,77,2,1,0.23938223937897848,2,0.12481426448736999,2743,7331,1,0.16122448979591836,0.10436432637571158,20,4,3,80,1,2,2,3,2,2,2,2,0
32,0.2490974729235817,1316,0.1383975026014568,2,2,0.14686468646864687,1,1235,4,0.14795918367346939,38,3,2,0.16095890410958943,3,0.2553191489361702,4998,2338,4,0.16122448979591836,0.30528846153846156,14,3,4,80,0,10,2,3,8,7,0,7,0
36,0.14956855225311602,363,0.1383975026014568,1,3,0.24242313209808733,1,1237,3,0.14795918367346939,77,1,3,0.06896586105729074,1,0.10091743119266336,10252,4235,2,0.16122448979591836,0.30528846153846156,21,4,3,80,1,17,2,3,7,7,7,7,0
33,0.14956855225311602,117,0.1383975026014568,9,3,0.13577586206896552,1,1238,1,0.17006802721088435,60,3,1,0.16095890410958943,4,0.12481426448736999,2781,6311,0,0.16122448979591836,0.10436432637571158,13,3,2,80,1,15,5,3,14,10,4,10,0
40,0.14956855225311602,107,0.2062780269058296,10,3,0.24242313209808733,1,1239,2,0.14795918367346939,84,2,2,0.17484662576687046,2,0.10091743119266336,6852,11591,7,0.16122448979591836,0.10436432637571158,12,3,2,80,1,7,2,4,5,1,1,3,0
25,0.14956855225311602,1356,0.2062780269058296,10,4,0.14686468646864687,1,1240,3,0.17006802721088435,57,3,2,0.17484662576687046,4,0.2553191489361702,4950,20623,0,0.16122448979591836,0.10436432637571158,14,3,2,80,0,5,4,3,4,3,1,1,0
30,0.14956855225311602,1465,0.1383975026014568,1,3,0.13577586206896552,1,1241,4,0.17006802721088435,63,3,1,0.16095890410958943,2,0.12481426448736999,3579,9369,0,0.16122448979591836,0.30528846153846156,21,4,1,80,1,12,2,3,11,9,5,7,0
42,0.2490974729235817,458,0.1383975026014568,26,5,0.13577586206896552,1,1242,1,0.14795918367346939,60,3,3,0.02533683182797013,1,0.12481426448736999,13191,23281,3,0.16122448979591836,0.30528846153846156,17,3,3,80,0,20,6,3,1,0,0,0,0
35,0.08000018359368788,1212,0.2062780269058296,8,2,0.22012573203437844,1,1243,3,0.14795918367346939,78,2,3,0.17484662576687046,4,0.12481426448736999,10377,13755,4,0.16122448979591836,0.30528846153846156,11,3,2,80,1,16,6,2,13,2,4,12,0
27,0.14956855225311602,1103,0.1383975026014568,14,3,0.14686468646864687,1,1244,1,0.17006802721088435,42,3,1,0.16095890410958943,1,0.12481426448736999,2235,14377,1,0.16122448979591836,0.30528846153846156,14,3,4,80,2,9,3,2,9,7,6,8,0
54,0.2490974729235817,966,0.1383975026014568,1,4,0.14686468646864687,1,1245,4,0.14795918367346939,53,3,3,0.06896586105729074,3,0.10091743119266336,10502,9659,7,0.16122448979591836,0.10436432637571158,17,3,1,80,1,33,2,1,5,4,1,4,0
44,0.14956855225311602,1117,0.1383975026014568,2,1,0.14686468646864687,1,1246,1,0.14795918367346939,72,4,1,0.16095890410958943,4,0.12481426448736999,2011,19982,1,0.16122448979591836,0.10436432637571158,13,3,4,80,1,10,5,3,10,5,7,7,0
19,0.08000018359368788,504,0.1383975026014568,10,3,0.13577586206896552,1,1248,1,0.14795918367346939,96,2,1,0.16095890410958943,2,0.2553191489361702,1859,6148,1,0.16122448979591836,0.30528846153846156,25,4,2,80,0,1,2,4,1,1,0,0,1
29,0.14956855225311602,1010,0.1383975026014568,1,3,0.14686468646864687,1,1249,1,0.14795918367346939,97,3,1,0.16095890410958943,4,0.10091743119266336,3760,5598,1,0.16122448979591836,0.10436432637571158,15,3,1,80,3,3,5,3,3,2,1,2,0
54,0.14956855225311602,685,0.1383975026014568,3,3,0.14686468646864687,1,1250,4,0.17006802721088435,85,3,4,0.02533683182797013,4,0.12481426448736999,17779,23474,3,0.16122448979591836,0.10436432637571158,14,3,1,80,0,36,2,3,10,9,0,9,0
31,0.14956855225311602,1332,0.1383975026014568,11,2,0.13577586206896552,1,1251,3,0.17006802721088435,80,3,2,0.06870368828064846,1,0.12481426448736999,6833,17089,1,0.16122448979591836,0.30528846153846156,12,3,4,80,0,6,2,2,6,5,0,1,0
31,0.14956855225311602,1062,0.1383975026014568,24,3,0.13577586206896552,1,1252,3,0.14795918367346939,96,2,2,0.06870368828064846,1,0.2553191489361702,6812,17198,1,0.16122448979591836,0.10436432637571158,19,3,2,80,0,10,2,3,10,9,1,8,0
59,0.14956855225311602,326,0.2062780269058296,3,3,0.14686468646864687,1,1254,3,0.14795918367346939,48,2,2,0.17484662576687046,4,0.2553191489361702,5171,16490,5,0.16122448979591836,0.10436432637571158,17,3,4,80,0,13,2,3,6,1,0,5,0
43,0.14956855225311602,920,0.1383975026014568,3,3,0.14686468646864687,1,1255,3,0.17006802721088435,96,1,5,0.02533683182797013,4,0.12481426448736999,19740,18625,3,0.16122448979591836,0.10436432637571158,14,3,2,80,1,25,2,3,8,7,0,7,0
49,0.14956855225311602,1098,0.1383975026014568,4,2,0.13577586206896552,1,1256,1,0.17006802721088435,85,2,5,0.04905041685272943,3,0.12481426448736999,18711,12124,2,0.16122448979591836,0.10436432637571158,13,3,3,80,1,23,2,4,1,0,0,0,0
36,0.2490974729235817,469,0.1383975026014568,3,3,0.24242313209808733,1,1257,3,0.17006802721088435,46,3,1,0.16095890410958943,2,0.12481426448736999,3692,9256,1,0.16122448979591836,0.10436432637571158,12,3,3,80,0,12,2,2,11,10,0,7,0
48,0.14956855225311602,969,0.1383975026014568,2,2,0.24242313209808733,1,1258,4,0.17006802721088435,76,4,1,0.23938223937897848,2,0.2553191489361702,2559,16620,5,0.16122448979591836,0.10436432637571158,11,3,3,80,0,7,4,2,1,0,0,0,0
27,0.14956855225311602,1167,0.1383975026014568,4,2,0.14686468646864687,1,1259,1,0.17006802721088435,76,3,1,0.16095890410958943,3,0.10091743119266336,2517,3208,1,0.16122448979591836,0.10436432637571158,11,3,2,80,3,5,2,3,5,3,0,3,0
29,0.14956855225311602,1329,0.1383975026014568,7,3,0.14686468646864687,1,1260,3,0.17006802721088435,82,3,2,0.06870368828064846,4,0.10091743119266336,6623,4204,1,0.16122448979591836,0.30528846153846156,11,3,2,80,2,6,2,3,6,0,1,0,0
48,0.14956855225311602,715,0.1383975026014568,1,3,0.14686468646864687,1,1263,4,0.17006802721088435,76,2,5,0.02533683182797013,4,0.2553191489361702,18265,8733,6,0.16122448979591836,0.10436432637571158,12,3,3,80,0,25,3,4,1,0,0,0,0
29,0.14956855225311602,694,0.1383975026014568,1,3,0.14686468646864687,1,1264,4,0.14795918367346939,87,2,4,0.02533683182797013,4,0.10091743119266336,16124,3423,3,0.16122448979591836,0.10436432637571158,14,3,2,80,2,9,2,2,7,7,1,7,0
34,0.14956855225311602,1320,0.1383975026014568,20,3,0.24242313209808733,1,1265,3,0.14795918367346939,89,4,1,0.16095890410958943,3,0.12481426448736999,2585,21643,0,0.16122448979591836,0.10436432637571158,17,3,4,80,0,2,5,2,1,0,0,0,0
44,0.14956855225311602,1099,0.2062780269058296,5,3,0.22012573203437844,1,1267,2,0.17006802721088435,88,3,5,0.04905041685272943,2,0.12481426448736999,18213,8751,7,0.16122448979591836,0.10436432637571158,11,3,3,80,1,26,5,3,22,9,3,10,0
33,0.14956855225311602,536,0.2062780269058296,10,5,0.22012573203437844,1,1268,4,0.17006802721088435,82,4,3,0.17484662576687046,3,0.10091743119266336,8380,21708,0,0.16122448979591836,0.30528846153846156,14,3,4,80,2,10,3,3,9,8,0,8,0
19,0.14956855225311602,265,0.1383975026014568,25,3,0.14686468646864687,1,1269,2,0.14795918367346939,57,4,1,0.16095890410958943,4,0.2553191489361702,2994,21221,1,0.16122448979591836,0.30528846153846156,12,3,4,80,0,1,2,3,1,0,0,1,0
23,0.14956855225311602,373,0.1383975026014568,1,2,0.14686468646864687,1,1270,4,0.17006802721088435,47,3,1,0.16095890410958943,3,0.12481426448736999,1223,16901,1,0.16122448979591836,0.10436432637571158,22,4,4,80,1,1,2,3,1,0,0,1,0
25,0.2490974729235817,599,0.2062780269058296,24,1,0.14686468646864687,1,1273,3,0.17006802721088435,73,1,1,0.3971571172349599,4,0.2553191489361702,1118,8040,1,0.16122448979591836,0.30528846153846156,14,3,4,80,0,1,4,3,1,0,1,0,1
